image,n_pred,n_gt,matched,unmatched_pred,unmatched_gt,terminal_pair_precision,terminal_pair_recall,terminal_pair_f1,net_f1,per_component_connected_acc,nged,strict_success,spice_valid,solvable_before,solvable_after,num_assumptions,num_gauge
circuit_1.jpg,15,15,13,2,2,0.47619047619047616,0.46153846153846156,0.46875,0.6470588235294118,0.0,0.2413793103448276,False,1,0,0,2,2
circuit_1016.jpg,16,15,15,1,0,0.5238095238095238,0.42857142857142855,0.4714285714285715,0.676056338028169,0.0,0.226890756302521,False,1,0,1,2,2
circuit_1018.jpg,6,6,6,0,0,0.7272727272727273,0.5333333333333333,0.6153846153846153,0.7272727272727273,0.16666666666666666,0.12195121951219512,False,1,1,1,2,2
circuit_1074.jpg,28,28,28,0,0,0.532258064516129,0.28695652173913044,0.3728813559322034,0.6296296296296297,0.10714285714285714,0.36787564766839376,False,1,0,0,2,1
circuit_1076.jpg,24,24,24,0,0,0.43478260869565216,0.18867924528301888,0.26315789473684215,0.5531914893617021,0.08333333333333333,0.4269005847953216,False,1,0,0,3,2
circuit_1077.jpg,7,7,7,0,0,1.0,1.0,1.0,1.0,1.0,0.0,True,1,1,1,2,1
circuit_1079.jpg,23,23,22,1,1,0.4807692307692308,0.36231884057971014,0.4132231404958678,0.673469387755102,0.08695652173913043,0.4530386740331492,False,1,1,1,6,1
circuit_1087.jpg,9,9,9,0,0,1.0,1.0,1.0,1.0,1.0,0.0,True,1,1,1,2,2
circuit_1093.jpg,18,19,17,1,2,0.6896551724137931,0.7017543859649122,0.6956521739130435,0.7714285714285715,0.15789473684210525,0.30158730158730157,False,1,0,1,3,2
circuit_1094.jpg,6,6,6,0,0,1.0,1.0,1.0,1.0,1.0,0.0,True,1,1,1,2,2
circuit_1097.jpg,12,10,10,2,0,0.48148148148148145,0.8666666666666667,0.6190476190476191,0.8292682926829269,0.7,0.08860759493670886,False,1,0,1,5,2
circuit_1111.jpg,24,24,24,0,0,0.32608695652173914,0.15,0.2054794520547945,0.5319148936170213,0.125,0.3953488372093023,False,1,0,0,3,2
circuit_1121.jpg,7,7,7,0,0,0.3333333333333333,0.625,0.43478260869565216,0.64,0.42857142857142855,0.16666666666666666,False,1,1,1,3,2
circuit_1122.jpg,19,19,19,0,0,0.9298245614035088,0.7681159420289855,0.8412698412698412,0.9166666666666666,0.42105263157894735,0.3023255813953488,False,1,0,1,3,2
circuit_1124.jpg,19,19,19,0,0,0.9107142857142857,0.7391304347826086,0.8159999999999998,0.8732394366197184,0.5263157894736842,0.328125,False,1,0,1,5,2
circuit_1127.jpg,8,8,8,0,0,1.0,1.0,1.0,1.0,1.0,0.0,True,1,1,1,2,2
circuit_113.jpg,24,24,24,0,0,0.5555555555555556,0.25,0.3448275862068966,0.6236559139784946,0.16666666666666666,0.43529411764705883,False,1,0,0,3,2
circuit_1133.jpg,13,13,13,0,0,0.7,1.0,0.8235294117647058,0.8846153846153846,1.0,0.14606741573033707,False,1,0,0,2,1
circuit_1134.jpg,15,14,14,1,0,0.13803680981595093,0.9375,0.24064171122994654,0.35714285714285715,0.7142857142857143,0.34523809523809523,False,1,1,1,3,2
circuit_1135.jpg,6,6,6,0,0,1.0,1.0,1.0,1.0,1.0,0.0,True,1,1,1,2,1
circuit_1145.jpg,6,6,6,0,0,1.0,1.0,1.0,1.0,1.0,0.0,True,1,1,1,2,2
circuit_1153.jpg,28,28,28,0,0,0.9454545454545454,0.45217391304347826,0.611764705882353,0.7962962962962963,0.5,0.38461538461538464,False,1,0,0,2,1
circuit_1162.jpg,18,18,17,1,1,1.0,0.9137931034482759,0.9549549549549551,0.9705882352941176,0.6666666666666666,0.2764227642276423,False,1,0,1,4,2
circuit_1166.jpg,23,23,23,0,0,1.0,1.0,1.0,1.0,1.0,0.375,True,1,1,1,2,1
circuit_1172.jpg,24,23,23,1,0,0.8734177215189873,1.0,0.9324324324324325,0.9702970297029703,1.0,0.4777777777777778,False,1,1,1,2,1
circuit_1183.jpg,6,6,6,0,0,0.5384615384615384,0.4117647058823529,0.4666666666666667,0.6363636363636364,0.0,0.12195121951219512,False,1,1,1,2,1
circuit_1194.jpg,24,24,24,0,0,0.6739130434782609,0.31,0.4246575342465754,0.7021276595744681,0.375,0.3372093023255814,False,1,0,0,3,2
circuit_1201.jpg,23,22,22,1,0,0.6515151515151515,0.524390243902439,0.5810810810810811,0.7741935483870968,0.18181818181818182,0.40606060606060607,False,1,1,1,2,1
circuit_1202.jpg,7,7,7,0,0,1.0,1.0,1.0,1.0,1.0,0.0,True,1,1,1,2,2
circuit_1203.jpg,7,7,7,0,0,1.0,1.0,1.0,1.0,1.0,0.0,True,1,1,1,2,1
